iteration,Ux,Uy,p,k,omega
1496,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1497,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1498,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1499,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1500,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1501,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1502,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1503,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1504,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1505,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1506,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1507,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1508,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1509,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1510,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1511,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1512,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1513,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1514,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1515,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1516,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1517,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1518,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1519,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1520,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1521,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1522,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1523,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1524,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1525,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1526,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1527,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1528,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1529,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1530,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1531,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1532,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1533,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1534,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1535,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1536,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1537,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1538,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1539,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1540,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1541,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1542,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1543,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1544,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1545,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1546,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1547,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1548,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1549,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1550,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1551,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1552,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1553,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1554,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1555,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1556,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1557,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1558,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1559,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1560,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1561,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1562,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1563,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1564,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1565,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1566,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1567,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1568,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1569,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1570,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1571,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1572,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1573,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1574,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1575,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1576,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1577,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1578,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1579,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1580,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1581,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1582,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1583,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1584,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1585,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1586,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1587,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1588,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1589,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1590,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1591,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1592,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1593,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1594,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1595,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1596,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1597,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1598,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1599,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1600,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1601,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1602,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1603,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1604,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1605,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1606,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1607,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1608,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1609,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1610,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1611,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1612,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1613,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1614,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1615,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1616,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1617,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1618,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1619,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1620,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1621,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1622,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1623,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1624,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1625,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1626,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1627,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1628,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1629,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1630,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1631,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1632,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1633,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1634,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1635,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1636,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1637,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1638,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1639,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1640,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1641,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1642,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1643,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1644,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1645,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1646,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1647,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1648,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1649,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1650,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1651,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1652,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1653,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1654,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1655,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1656,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1657,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1658,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1659,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1660,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1661,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1662,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1663,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1664,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1665,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1666,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1667,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1668,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1669,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1670,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1671,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1672,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1673,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1674,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1675,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1676,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1677,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1678,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1679,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1680,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1681,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1682,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1683,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1684,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1685,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1686,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1687,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1688,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1689,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1690,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1691,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1692,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1693,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1694,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1695,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1696,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1697,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1698,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1699,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1700,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1701,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1702,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1703,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1704,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1705,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1706,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1707,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1708,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1709,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1710,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1711,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1712,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1713,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1714,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1715,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1716,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1717,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1718,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1719,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1720,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1721,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1722,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1723,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1724,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1725,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1726,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1727,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1728,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1729,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1730,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1731,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1732,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1733,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1734,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1735,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1736,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1737,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1738,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1739,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1740,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1741,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1742,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1743,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1744,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1745,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1746,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1747,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1748,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1749,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1750,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1751,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1752,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1753,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1754,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1755,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1756,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1757,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1758,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1759,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1760,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1761,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1762,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1763,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1764,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1765,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1766,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1767,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1768,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1769,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1770,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1771,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1772,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1773,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1774,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1775,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1776,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1777,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1778,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1779,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1780,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1781,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1782,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1783,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1784,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1785,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1786,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1787,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1788,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1789,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1790,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1791,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1792,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1793,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1794,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1795,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1796,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1797,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1798,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1799,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1800,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1801,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1802,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1803,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1804,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1805,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1806,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1807,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1808,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1809,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1810,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1811,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1812,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1813,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1814,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1815,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1816,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1817,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1818,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1819,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1820,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1821,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1822,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1823,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1824,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1825,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1826,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1827,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1828,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1829,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1830,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1831,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1832,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1833,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1834,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1835,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1836,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1837,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1838,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1839,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1840,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1841,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1842,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1843,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1844,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1845,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1846,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1847,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1848,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1849,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1850,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1851,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1852,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1853,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1854,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1855,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1856,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1857,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1858,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1859,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1860,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1861,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1862,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
